Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
IDA only,IDX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,67865654,58118759,89215913,83449623,106545014,135457123,172473674,209797016,214189247,243014861,245663164,217019882,205956104,318698438,557367250,491361465,670062953,312146933,436609747,551098043,503372246,619145812,
Isle of Man,IMN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,282463092,317035851,345233067,549887942,611481232,671829366,845949436,1159824391,1528826913,1860070100,2438302981,2819291079,3990055617,3903908830,4848711889,5009034407,5466041710,6515405394,7905957777,7889685402,7241107557,8631569309,
Not classified,INX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,19214895717,22041813683,24012890154,35450512680,35043049664,37458289198,40850357076,38193322608,42172564892,57267745573,70703012434,76560417794,75297536577,85482296094,94262327695,96825073581,1.33E+11,
"Iran, Islamic Rep.",IRN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,28600000,0,203600000,100000,400000,5300000,0,0,400000,1000000,1400000,1500000,5700000,7800000,10200000,4900000,4800000,
Iceland,ISL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,46763922,80111587,68399225,78598088,77949482,119197271,83750708,105225069,116324861,143375790,101900898,72205453,69109999,
Israel,ISR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,360600000,459600000,461800000,433400000,490700000,541900000,680900000,912800000,908300000,898600000,831500000,1068300000,1111700000,998000000,1135700000,1061600000,1202100000,1351600000,1381900000,1520200000,1669800000,2176500000,
Italy,ITA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,2621860111,2868963292,3231625816,4315235434,4964976033,5517920061,6544011252,8008964321,7233846031,6142374753,6545120562,6609329693,5585999530,5387501410,5179740482,4320634262,4680064924,4783536892,5141287990,4952836478,4202673105,5146590500,
Jamaica,JAM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,41000000,38300000,32100000,10800000,9082033,10954141,11164167,60382722,48152312,44823554,36279448,47410237,60119540,55850569,50762248,50756620,50756620,50756620,50756620,50756620,50756620,50756620,
Jordan,JOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,0,0,0,0,0,0,,,2394366,14788732,24084507,21267606,23521127,27183099,24507042,28028169,
Japan,JPN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,11006793150,11098561971,11020739909,11003388852,13644338678,14653524495,15500422630,16677754114,18311541939,16834677241,18768647813,19172720512,19897558093,17831143180,20941598563,17033762146,20246369822,21381387584,21993730962,26774027971,28550217207,29537180653,
Kazakhstan,KAZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,11762250,13633443,19912050,19631955,25710836,30903834,48439128,67989400,86660560,65089100,85536930,94623340,152394296,147894954,93680130,149088505,126873670,117050999,167710230,141740590,146573695,231453628,
Kenya,KEN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,77305181,62162530,42413135,39191515,50346910,36900044,19722102,23566335,28437310,21238103,17804542,15092764,31781529,77528528,147498190,146182788,144483967,206821952,131726255,121644123,76192115,42251397,
Kyrgyz Republic,KGZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,9236500,6924200,3368008,3547914,2988608,5983641,19490436,11707867,0,5662074,2586897,6189091,7755518,6927118,4981486,5954780,7538903,5301675,5911752,5000636,5652904,6553731,
Cambodia,KHM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,4435554,4767498,5219087,6011051,6364995,7277620,6979500,10224000,6388500,8416000,6280500,10102500,11139000,11889000,20506257,12465616,10412895,12678688,27718788,26268006,20900816,18597536,
Kiribati,KIR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,0,0,
St. Kitts and Nevis,KNA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,825926,927778,887159,1281852,1848141,2018967,1750127,1782938,2213601,1619167,1941086,2035228,2073488,2157114,3039401,2556749,2655552,1548652,1977241,3165451,2433624,2389684,
"Korea, Rep.",KOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,3300300000,3142000000,3125900000,3660100000,4598100000,4720000000,4776500000,5334400000,5823400000,7355600000,9182900000,7415000000,8616600000,9836800000,10546000000,10055900000,9429400000,9701600000,9812300000,9909400000,9888400000,11128700000,
Kuwait,KWT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,2797120294,2591776271,3595099793,3635903133,3523356622,4403517720,4864110810,5359920470,5623179077,5438740120,6577142430,7719881045,8798864019,9871689264,11257190787,10613254270,10325678694,10874490902,10752093699,10706127157,8699542904,10601490753,
Lao PDR,LAO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,
Lebanon,LBN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,0,0,99,,0,0,0,942199,12920911,40173766,32815725,28121288,34761108,34392576,32884146,22307143,15670585,22573048,5018810,4898958,
Liberia,LBR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
St. Lucia,LCA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1570370,1377778,2177778,2403704,2381111,2381470,2432593,2373659,2681196,3156071,3927893,3983169,3900163,3940647,8302615,7788040,8491748,8942803,9747960,11027020,8716317,9519507,
Latin America & Caribbean,LCN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,3366939209,3206408474,4153200667,4178015320,4149909879,5086040017,5619642792,6206308279,6652586852,6541973361,7763900066,9087927637,10568848885,12014386386,13658586402,12948314010,12682994054,12938852424,13175048520,13275708085,10514452728,12356593585,
Least developed countries: UN classification,LDC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,39659154,30524559,47858718,32719114,55346968,67552892,77217843,99379565,107148021,128846117,130079810,121029478,319738554,359829620,693706244,664695579,779951657,400856006,491960154,371539601,351112889,341626534,
Low income,LIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,19833026,14634239,37773333,19124814,36938644,40967900,51380292,85203426,77247655,117943109,89839650,92393643,68124789,114792242,84907039,95109895,74728563,107084496,113199532,124823649,129398671,132598408,
Liechtenstein,LIE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Lower middle income,LMC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1784342880,1256456633,1086760296,1586181091,2588137173,2991875006,3174176781,4080110941,4978048618,5395646344,6204597279,6782493054,8539196756,8874074464,9826737977,9711208169,10103116133,11583088930,12900525876,13212862371,11688252057,13887544560,
Low & middle income,LMY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,7635722589,8173517635,10494522462,12379018831,15500046933,19000006604,21650727554,26708941698,32232971167,32150472871,38437988158,43214075770,51329682882,58422916165,61460644410,57417739405,59354812273,67695887908,77775148737,77362659575,76843750821,92369260429,
Lesotho,LSO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1076130,928055,804133,1261065,1558862,1662736,11876,11362,1245117,358796,4868526,5035069,4665405,4152930,3831336,3382152,2925903,3221922,3261024,2971709,2617983,2907128,
Late-demographic dividend,LTE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5263356476,6302386969,7713235942,9041057421,10596869157,32488891510,37739887815,43835888715,60906376845,59941818727,68022595678,75592005461,79397054470,90494551678,1.08E+11,1.17E+11,1.25E+11,1.31E+11,1.51E+11,1.59E+11,1.63E+11,2.12E+11,
Lithuania,LTU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,12270000,10175000,11482984,18106868,18022666,20618018,24410670,21619428,34497331,29088375,34801068,34300086,38179827,51742887,47451214,48349772,66926847,67754951,61738440,72719074,77947224,172930885,
Luxembourg,LUX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,121764572,243185706,33221913,37844887,80494963,71469847,84036581,306464038,423290760,307324042,188014604,246605713,870092007,1352508591,1702490629,1995626232,2975894330,4196126239,4374511455,5477592021,9177973001,8839275253,
Latvia,LVA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,35304160,25205434,33039281,52872036,43691574,47866471,45149422,34415899,36455712,47688935,64586077,50330405,30999229,37741487,
"Macao SAR, China",MAC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,1689191,1968523,2789768,5356342,6077667,44748200,102082142,122157088,182803223,253219908,221199197,221202398,203816715,168938370,174025763,280546864,286045779,262501611,139035652,155550478,
St. Martin (French part),MAF,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,19067094,35371219,40542319,28963366,36739033,45408253,49157198,35994436,15360060,48852466,30432451,41349877,56844993,73902814,111106152,95600830,104258157,132032393,166923240,147791001,151547177,149763798,
Monaco,MCO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1820000,1040000,1220000,3020000,2630000,2330000,4010000,7220000,14920000,10630000,12750000,16600000,18700000,24160000,25080000,18370000,19490000,25150000,29790000,31810000,26640000,52140000,
Madagascar,MDG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,10946466,7850615,22901363,6500089,22987712,12601449,19049398,56253427,49735633,42458444,26814639,6950649,14136946,18122664,6078177,17133515,8039022,18645926,17069696,13406103,10053481,12566964,
Maldives,MDV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,0,0,0,0,988773,1910049,2776405,2270000,3423512,3713621,3656170,3543091,,,,,,35775150,48898420,
Middle East & North Africa,MEA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,793500665,872381036,695090135,659110115,684671518,959805743,1140817517,1551021963,2184217762,2903986837,2848244188,2086477936,2147935852,2119987673,2251017537,2377834356,2769257499,2924639031,3055771162,3307964702,3595971982,4395035452,
Mexico,MEX,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,406846000,418500000,1635414992,1630018991,1686357017,1865147019,1735630011,1103424000,344873000,278543000,293690000,283730000,253436000,235142000,239770000,259558000,168503188,122381217,359424651,629408826,608895201,617094293,
Marshall Islands,MHL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,7621376688,8161757518,10460974711,12350801004,15460707049,18945616491,21575930310,26620872180,32139981807,32025930145,38316899459,43131661129,51272600500,58323941165,61397984908,57344945651,59093786794,67601713122,77673679127,77240555900,76718655782,92238722462,
North Macedonia,MKD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5681955,5505752,10323882,6953248,9390434,10351748,8665872,19319106,24890350,20239757,17758539,24885150,33907240,41586769,52812610,56157840,66879970,53366170,188796560,160554940,183710917,169440810,
Mali,MLI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1323556,1142822,640034,886364,608718,1081064,1091064,1002855,1614350,2636652,2021042,,,,,,,,0,0,0,,
Malta,MLT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,9848319,10193327,13226093,15225285,29232261,128255964,195165849,124958761,890095875,1614425761,1592818523,597234767,446179048,510754972,555400199,679181704,840302814,972076550,1027578219,1121390467,1291451091,1471545209,
Myanmar,MMR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,0,0,0,0,,,,,,,,,,295324276,271948538,230635286,26384509,47290467,32501769,,,
Middle East & North Africa (excluding high income),MNA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,423052346,402587709,220064042,210484830,164739257,289649778,264751668,513263203,385821887,390961076,423925666,420943169,590056804,611232701,559917338,637052651,726854685,600962481,646292944,666374235,634720891,746990243,
Montenegro,MNE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,9020037,11280173,11628956,8872927,2822505,3078426,4457702,5296925,3446391,6014925,5101165,6034347,5874127,3714631,4688291,
Mongolia,MNG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,0,1250710,790260,2589800,4656010,12030269,14479922,12999782,15585952,24610007,15696187,16057467,26323962,24429074,31749163,
Northern Mariana Islands,MNP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,5656759,2338960,2361671,1906091,3554355,3807427,4721835,8054487,24529770,19574343,26793740,19003105,15615001,2862443,0,0,0,
Mauritania,MRT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,,,,,,,0,0,10693051,0,1061724,,1048608,2131535,338542,46000,
Mauritius,MUS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1185306,1384589,2280331,1696030,4265314,4716069,4422762,5998795,5853887,5185394,12068022,15201851,15522666,13487013,15456951,15754704,17580177,19759852,14200193,13404798,13497976,10815931,
Malawi,MWI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,198089,468951,234435,406086,953732,429480,429574,429686,429565,429556,429555,440264,460364,1785279,2983400,2455936,2386960,3770944,4129637,58708128,90111343,69060692,
